track_name,artist_name,popularity,danceability,energy,valence
你要的全拿走,Tiger Hu,0.67,0.62,0.57,0.16
你的出现,Yokez,0.35,0.78,0.6,0.58
你是被抹去的那一段風景  tour mix,Hello Nico,0.37,0.42,0.62,0.4
你是我的水  電影花甲大人轉男孩插曲,Crowd Lu,0.39,0.65,0.56,0.54
你是我的 電影親愛的初戀 中文主題曲,Jess Lee,0.29,0.5,0.89,0.89
你愛她,張粹方,0.18,0.39,0.5,0.19
你不會懂 電視劇集《動物系戀人啊》片尾特別指定曲,鍾欣潼,0.23,0.44,0.46,0.22
何様,SKYHI,0.38,0.69,0.73,0.22
体温,Shuta Sueyoshi,0.34,0.72,0.47,0.42
住在天狼星的那個人,Meiting,0.3,0.45,0.48,0.43
伴你闖蕩  劇集 “果欄中的江湖大嫂” 主題曲,Kayee Tam,0.24,0.8,0.82,0.67
"仮面, L 105",Claude Debussy,0.11,0.3,0.12,0.04
今ここで逢えたら,Vickeblanka,0.4,0.49,0.55,0.59
什麼歌  電影《捉妖記2》主題曲,Mayday,0.45,0.64,0.74,0.6
交響曲 第1番 変ホ長調 K 16 III Presto,Wolfgang Amadeus Mozart,0.1,0.56,0.14,0.75
交響曲 第1番 変ホ長調 K 16 II Andante,Wolfgang Amadeus Mozart,0.11,0.27,0.07,0.3
交響曲 第1番 変ホ長調 K 16 I Allegro molto,Wolfgang Amadeus Mozart,0.11,0.45,0.14,0.32
"交響曲 第 8番 ヘ長調, 作品 93: 4 Allegro vivace",Ludwig van Beethoven,0.24,0.37,0.33,0.25
"交響曲 第 8番 ヘ長調, 作品 93: 3 Tempo di menuetto",Ludwig van Beethoven,0.19,0.3,0.1,0.33
"交響曲 第 8番 ヘ長調, 作品 93: 2 Allegretto scherzando",Ludwig van Beethoven,0.25,0.63,0.1,0.38
"交響曲 第 8番 ヘ長調, 作品 93: 1 Allegro vivace e con brio",Ludwig van Beethoven,0.25,0.24,0.24,0.28
"交響曲 第 7番 イ長調, 作品 92: 4 Allegro con brio",Ludwig van Beethoven,0.25,0.41,0.34,0.39
"交響曲 第 7番 イ長調, 作品 92: 3 Presto",Ludwig van Beethoven,0.26,0.29,0.2,0.16
"交響曲 第 7番 イ長調, 作品 92: 2 Allegretto",Ludwig van Beethoven,0.32,0.16,0.04,0.06
"交響曲 第 5番 ハ短調, 作品 67 運命: 3 Allegro",Ludwig van Beethoven,0.24,0.36,0.08,0.23
"交響曲 第 5番 ハ短調, 作品 67 運命: 2 Andante con moto",Ludwig van Beethoven,0.24,0.15,0.03,0.07
"交響曲 第 5番 ハ短調, 作品 67 運命: 1 Allegro con brio",Ludwig van Beethoven,0.27,0.41,0.24,0.21
"交響曲 第 40番 ト短調, K 550: 1 Molto allegro",Wolfgang Amadeus Mozart,0.14,0.32,0.23,0.16
"交響曲 第 2番 二長調, 作品 36: 4 Allegro molto",Ludwig van Beethoven,0.16,0.29,0.14,0.28
"交響曲 第 2番 二長調, 作品 36: 3 Scherzo Allegro",Ludwig van Beethoven,0.16,0.39,0.08,0.57
交信交信交信中,Kikuo,0.24,0.61,0.68,0.47
主角,Bell Yu Tian,0.37,0.51,0.28,0.27
不老男孩,Leo Ku,0.33,0.7,0.44,0.39
不愛我就拉倒,Jay Chou,0.59,0.42,0.72,0.22
三明治女孩 三立偶像劇「三明治女孩的逆襲」片頭曲  三立偶像劇「三明治女孩的逆襲」片頭曲,Maggie Chiang,0.27,0.66,0.59,0.76
一笑荒唐,劉芮麟,0.24,0.35,0.48,0.48
一生所愛  Live,Li Quan,0.19,0.35,0.39,0.12
"一二三,三二一  Live",Miriam Yeung,0.23,0.47,0.46,0.22
"ヴァイオリン協奏曲 第4番 ニ長調 K 218 III Rondeau, Andante grazioso  Allegro ma non troppo",Wolfgang Amadeus Mozart,0.12,0.43,0.07,0.41
ヴァイオリン協奏曲 第4番 ニ長調 K 218 II Andante cantabile,Wolfgang Amadeus Mozart,0.12,0.16,0.06,0.17
ワルシャワの夜に,KEYTALK,0.38,0.42,0.98,0.62
ロマンチシズム,Mrs GREEN APPLE,0.68,0.6,0.88,0.9
ラビリンス  Thousand Tears Orchestra Instrumental,Mondo Grosso,0.38,0.63,0.14,0.23
ライラック,Mrs GREEN APPLE,0.77,0.53,0.79,0.78
ミリオンワンズ,じん×kemu,0.3,0.5,0.95,0.35
ミラクルシュガーランド feat 桃箱,Yunomi,0.4,0.72,0.88,0.81
ミッシング,REOL,0.35,0.39,0.96,0.45
"ミチGO  GDRAGON 2017 WORLD TOUR ACT III, MOTTE IN JAPAN",GDRAGON,0.29,0.46,0.97,0.59
マッカメッカ,PASSEPIED,0.32,0.49,0.84,0.69
ボカロはダサい,pinocchioP,0.29,0.64,0.94,0.88
ペインイレイサー,Halyosy,0.26,0.62,0.86,0.92
ベートーヴェン:ピアノ・ソナタ 第8番 ハ短調 作品13《悲愴》  III RONDO ALLEGRO,Ludwig van Beethoven,0.25,0.34,0.13,0.18
ベートーヴェン:ピアノ・ソナタ 第8番 ハ短調 作品13《悲愴》  II ADAGIO CANTABILE,Ludwig van Beethoven,0.44,0.38,0.0,0.1
ベートーヴェン:ピアノ・ソナタ 第8番 ハ短調 作品13《悲愴》  I GRAVE  ALLEGRO DI MOLTO E CON BRIO,Ludwig van Beethoven,0.25,0.4,0.11,0.08
ベートーヴェン:ピアノ・ソナタ 第23番 ヘ短調 作品57《熱情》  III ALLEGRO MA NON TROPPO  PRESTO,Ludwig van Beethoven,0.24,0.25,0.2,0.06
ベートーヴェン:ピアノ・ソナタ 第23番 ヘ短調 作品57《熱情》  II ANDANTE CON MOTO,Ludwig van Beethoven,0.23,0.35,0.01,0.1
ベートーヴェン:ピアノ・ソナタ 第23番 ヘ短調 作品57《熱情》  I ALLEGRO ASSAI,Ludwig van Beethoven,0.26,0.23,0.08,0.04
ベートーヴェン:ピアノ・ソナタ 第14番 嬰ハ短調 作品272《月光》  III PRESTO AGITATO,Ludwig van Beethoven,0.27,0.3,0.11,0.09
ベートーヴェン:ピアノ・ソナタ 第14番 嬰ハ短調 作品272《月光》  II ALLEGRETTO,Ludwig van Beethoven,0.24,0.63,0.02,0.38
ベートーヴェン:ピアノ・ソナタ 第14番 嬰ハ短調 作品272《月光》  I ADAGIO SOSTENUTO,Ludwig van Beethoven,0.3,0.26,0.02,0.11
ファタール  Fatal,GEMN,0.74,0.64,0.94,0.77
ファゴット協奏曲 変ロ長調 K 191 III Rondeau Tempo di Menuetto,Wolfgang Amadeus Mozart,0.11,0.44,0.11,0.59
ファゴット協奏曲 変ロ長調 K 191 II Andante ma adagio,Wolfgang Amadeus Mozart,0.12,0.07,0.03,0.1
ファゴット協奏曲 変ロ長調 K 191 I Allegro,Wolfgang Amadeus Mozart,0.12,0.49,0.13,0.31
"ピタカゲ CROOKED  GDRAGON 2017 WORLD TOUR ACT III, MOTTE IN JAPAN",GDRAGON,0.31,0.48,0.98,0.33
ピアノソナタ 第8番 ハ短調 作品13《悲愴》 1Grave Allegro di molto e con brio,Ludwig van Beethoven,0.21,0.31,0.14,0.05
ピアノとヴァイオリンのためのソナタ ホ短調 K304 IITempo di menuetto,Wolfgang Amadeus Mozart,0.33,0.36,0.13,0.18
ピアノとヴァイオリンのためのソナタ ヘ長調 K377 IITheme and Variations: Andante,Wolfgang Amadeus Mozart,0.27,0.35,0.12,0.2
ピアノとヴァイオリンのためのソナタ ハ長調 K403 II Andante,Wolfgang Amadeus Mozart,0.34,0.22,0.03,0.14
ヒューマン,WANIMA,0.28,0.52,0.88,0.52
パラダイムシフト,WagakkiBand,0.29,0.38,0.99,0.76
バラード 第3番 変イ長調 作品47,Frédéric Chopin,0.1,0.38,0.1,0.07
バラード 第2番 ヘ長調 作品38,Frédéric Chopin,0.15,0.3,0.12,0.04
バラード 第1番 ト短調 作品23,Frédéric Chopin,0.13,0.29,0.11,0.04
ハートアップ,ayaka,0.47,0.62,0.82,0.34
ハルカミライ,kankakupiero,0.51,0.46,0.99,0.44
ハルの言う通り,Indigo la End,0.28,0.62,0.93,0.78
ハニー,BANDMAID,0.35,0.39,0.98,0.15
ハッピーホロウと神様倶楽部,ナノウ,0.32,0.73,0.96,0.61
ネオンと虎,PASSEPIED,0.31,0.55,0.93,0.78
ニーハオ feat 初音ミク,MusikM,0.24,0.65,0.87,0.86
"ナルバキスン Look at me, Gwisun  [BIGBANG JAPAN DOME TOUR 2017 LAST DANCE]",DLITEVI,0.23,0.35,0.98,0.38
ナツゾラ,HoneyComeBear,0.38,0.76,0.59,0.52
"チェロ・ソナタ 第 5番 ニ長調, 作品 1022: 3 Allegro  Allegro fugato",Ludwig van Beethoven,0.15,0.44,0.32,0.59
"チェロ・ソナタ 第 5番 ニ長調, 作品 1022: 2 Adagio con molto sentimento d affetto",Ludwig van Beethoven,0.15,0.14,0.02,0.06
"チェロ・ソナタ 第 5番 ニ長調, 作品 1022: 1 Allegro con brio",Ludwig van Beethoven,0.15,0.39,0.15,0.41
"チェロ・ソナタ 第 4番 ハ長調, 作品 1021: 2 Adagio  Tempo d Andante  Allegro vivace",Ludwig van Beethoven,0.16,0.36,0.15,0.17
"チェロ・ソナタ 第 4番 ハ長調, 作品 1021: 1 Andante  Allegro vivace",Ludwig van Beethoven,0.16,0.36,0.1,0.21
"チェロ・ソナタ 第 3番 イ長調, 作品 69: 3 Adagio cantabile  Allegro vivace",Ludwig van Beethoven,0.16,0.32,0.16,0.34
"チェロ・ソナタ 第 3番 イ長調, 作品 69: 2 Scherzo Allegro molto",Ludwig van Beethoven,0.17,0.43,0.22,0.45
"チェロ・ソナタ 第 3番 イ長調, 作品 69: 1 Allegro ma non tanto",Ludwig van Beethoven,0.17,0.26,0.1,0.24
"チェロ・ソナタ 第 2番 ト短調, 作品 52: 2 Allegro",Ludwig van Beethoven,0.18,0.4,0.2,0.62
"チェロ・ソナタ 第 2番 ト短調, 作品 52: 1 Adagio sostenuto e espressivo  Allegro molto piu tosto presto",Ludwig van Beethoven,0.19,0.39,0.11,0.08
"チェロ・ソナタ 第 1番 ヘ長調, 作品 51: 1 Adagio sostenuto  Allegro",Ludwig van Beethoven,0.26,0.34,0.12,0.2
ダンスホール,Mrs GREEN APPLE,0.71,0.74,0.7,0.78
ダンシングファイター,Awesome City Club,0.42,0.69,0.77,0.81
ゾッド,Mukqs,0.21,0.73,0.57,0.31
スライドライド,"Run Girls, Run!",0.36,0.58,0.97,0.49
スモーク,SwuM,0.63,0.49,0.44,0.22
スマイロブドリーマ,Mrs GREEN APPLE,0.39,0.52,0.92,0.67
スノーマン,Ohashi Trio,0.38,0.61,0.21,0.2
スキノスキル,"Wake Up, Girls!",0.36,0.34,0.88,0.38
ショパン:ピアノ協奏曲 第2番 ヘ短調 作品21  第3楽章 Allegro vivace,Frédéric Chopin,0.2,0.33,0.15,0.26
ショパン:ピアノ協奏曲 第2番 ヘ短調 作品21  第2楽章 Larghetto,Frédéric Chopin,0.21,0.3,0.1,0.07
ショパン:ピアノ協奏曲 第2番 ヘ短調 作品21  第1楽章 Maestoso,Frédéric Chopin,0.3,0.29,0.14,0.1
ショパン:ノクターン 第2番 変ホ長調 作品9の2,Frédéric Chopin,0.26,0.39,0.02,0.09
ショパン:ノクターン 第20番 嬰ハ短調  遺作,Frédéric Chopin,0.25,0.27,0.02,0.08
ショパン:ノクターン 第1番 変ロ短調 作品9の1,Frédéric Chopin,0.25,0.28,0.02,0.04
シグナル,WANIMA,0.52,0.56,0.94,0.66
サブマリン,WANIMA,0.28,0.43,0.93,0.9
サイレンスがいっぱい,Kiyotaka Sugiyama,0.15,0.59,0.52,0.28
ゴールデン・スランバー,John Lennon,0.1,0.41,0.01,0.13
ゴーカごーかい?ファントムシーフ,ハロー、ハッピーワールド!,0.41,0.57,0.96,0.72
コロンブス,Mrs GREEN APPLE,0.71,0.69,0.89,0.94
ケセラセラ,Mrs GREEN APPLE,0.72,0.76,0.58,0.68
グッドバイstarRo Remix,toe,0.41,0.53,0.66,0.04
キミガタメ Re:boot,Suara,0.19,0.5,0.67,0.29
キミに恋,"Lucie,Too",0.3,0.33,0.88,0.72
ガラスのPALM TREE,Kiyotaka Sugiyama,0.16,0.77,0.64,0.94
カーテンコール,Yuuri,0.74,0.55,0.9,0.74
カルト,REOL,0.37,0.46,0.93,0.6
カラカラカラのカラ,Kikuo,0.38,0.49,0.79,0.36
オトノケ  Otonoke,Creepy Nuts,0.84,0.52,0.84,0.64
エンド,REOL,0.37,0.32,0.95,0.5
エム,WANIMA,0.29,0.37,0.96,0.57
ウララ,Vickeblanka,0.36,0.7,0.82,0.88
インフェルノ,Mrs GREEN APPLE,0.72,0.53,0.92,0.66
イメージセンリャク,Gesu No Kiwami Otome,0.3,0.55,0.94,0.59
アンビバレンツ,湊貴大流星P,0.29,0.52,0.98,0.77
アポリア,ヨルシカ,0.69,0.83,0.5,0.82
アップルドットコム,pinocchioP,0.34,0.75,0.74,0.96
アスファルト・レディ,Kiyotaka Sugiyama,0.16,0.78,0.76,0.82
アオイウタ,KEYTALK,0.31,0.41,0.91,0.56
アウフヘーベン,Mrs GREEN APPLE,0.5,0.46,0.93,0.51
アイドル,YOASOBI,0.71,0.46,0.94,0.88
ららら螺旋のなか,Kikuo,0.23,0.21,0.57,0.45
ゆら・ゆらRingDongDance,PastelPalettes,0.41,0.51,0.9,0.74
ゆめわずらいのバードマン,H△G,0.34,0.76,0.32,0.33
やってみよう,WANIMA,0.33,0.59,0.91,0.68
ぶらっくパレードRemix by AmPm,Gesu No Kiwami Otome,0.21,0.7,0.62,0.36
ふめつのこころ,tofubeats,0.4,0.56,0.97,0.94
ふたりの夏物語 NEVER ENDING SUMMER,Kiyotaka Sugiyama,0.27,0.65,0.82,0.74
はなまる◎アンダンテ,PastelPalettes,0.36,0.45,0.92,0.6
はじまり,Mrs GREEN APPLE,0.45,0.57,0.92,0.78
はいよろこんで,Kocchi no Kento,0.71,0.78,0.68,0.83
ねっこ,King Gnu,0.66,0.46,0.74,0.52
どこかで日は昇る  Album Mix,Mrs GREEN APPLE,0.41,0.6,0.65,0.45
ともに,WANIMA,0.39,0.55,0.97,0.86
その線は水平線,Quruli,0.33,0.3,0.59,0.59
せかいのっびのびトレジャー,ハロー、ハッピーワールド!,0.38,0.39,0.93,0.68
しき の うた,Part Of Mind,0.37,0.39,0.31,0.34
きらめきDancin  Hidden AFRO ver,BRADIO,0.17,0.64,0.92,0.78
きらめきDancin,BRADIO,0.32,0.68,0.91,0.79
きみのみかた,Kyary Pamyu Pamyu,0.42,0.74,0.91,0.9
がらくた  JUNK,Kenshi Yonezu,0.7,0.57,0.7,0.42
およげたいやきくん  潜れさかなクン Ver,Tokyo Ska Paradise Orchestra,0.28,0.3,0.84,0.42
おやすみポラリスさよならパラレルワールド,DempagumiInc,0.3,0.65,0.97,0.66
おいしいたましい,Kikuo,0.23,0.64,0.81,0.56
いつまでも,CrusherP,0.31,0.56,0.31,0.1
い~やい~やい~や,Neru,0.36,0.73,0.74,0.54
あ可よろし,REOL,0.34,0.52,0.99,0.32
あ・ぜ・ちょ  [BIGBANG JAPAN DOME TOUR 2017 LAST DANCE],DLITE,0.25,0.38,0.96,0.44
ありがとうサヨナラ,BoA,0.38,0.81,0.85,0.82
あまりりす,WagakkiBand,0.25,0.54,0.94,0.73
あなたわたし抱いたあとよめのめし anata watashi daita ato yome no meshi,Otoboke Beaver,0.34,0.36,0.97,0.51
あいしてると言ってよかった,Egirls,0.33,0.44,0.59,0.38
「儚くも美しいのは」,WagakkiBand,0.36,0.49,0.97,0.6
「70cm四方の窓辺」,ROTTENGRAFFTY,0.45,0.4,0.9,0.39
☆☆Be Joyful,JBJ,0.35,0.62,0.77,0.54
╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌,Flume,0.65,0.5,0.42,0.06
… The Big Game,Joey Dosik,0.23,0.21,0.03,0.13
• WHICH ONE,Jazz Cartier,0.43,0.87,0.85,0.71
• TEMPTED,Jazz Cartier,0.49,0.84,0.49,0.3
• SOUL SEARCHER,Jazz Cartier,0.41,0.42,0.55,0.6
• RIGHT NOW,Jazz Cartier,0.42,0.9,0.68,0.7
• GODFLOWER,Jazz Cartier,0.42,0.65,0.82,0.32
“Why Cant We Go Backwards?”,Alan Silvestri,0.14,0.14,0.13,0.05
“What Are You?”,Alan Silvestri,0.11,0.19,0.01,0.04
“We’re Makin’ A Movie”  Live  12973  Show 1,Frank Zappa,0.27,0.48,0.19,0.38
“Get Me Out Of This”,Alan Silvestri,0.16,0.43,0.27,0.19
‘Til I Hear You Sing  From Love Never Dies,Andrew Lloyd Webber,0.16,0.27,0.35,0.08
‘Bout you,SUPER JUNIORDE,0.56,0.75,0.82,0.49
ἀταραξία,Trash Panda,0.17,0.3,0.53,0.5
Ọlánrewájú,Brymo,0.29,0.62,0.41,0.52
ไม่เหมือนใคร,D Gerrard,0.41,0.69,0.71,0.36
ไม่เข้าใจ,UrboyTJ,0.31,0.62,0.88,0.6
แม่เกี่ยว,Palmy,0.34,0.6,0.88,0.52
เราไม่รู้จักกัน,Lula,0.27,0.46,0.34,0.11
เพียงสบตา,Lydia,0.36,0.49,0.5,0.3
เธอเปลี่ยนไป,Boy Peacemaker,0.36,0.62,0.55,0.46
เธอหนอเธอ เพลงประกอบละคร บุพเพสันนิวาส,Nan Vatiya,0.35,0.38,0.23,0.15
เธอหนอเธอ,Nan Vatiya,0.22,0.36,0.31,0.14
เกลียด,The Yers,0.42,0.73,0.66,0.88
ออเจ้าเอย เพลงประกอบละคร บุพเพสันนิวาส  Special Version,โป๊ป ธนวรรธน์,0.27,0.33,0.3,0.18
ออเจ้าเอย,Pete Pol,0.37,0.17,0.26,0.2
อย่าให้เขาฮู้เด้อ,Phai Phongsathon,0.38,0.59,0.4,0.38
อย่าร้องไห้,Singto Numchok,0.26,0.32,0.31,0.33
หมอกร้าย,Lipta,0.58,0.56,0.59,0.48
ร้อยล้านวิว,Stamp,0.44,0.65,0.64,0.18
รู้ดีว่าไม่ดี Feat YOUNGOHM,Getsunova,0.42,0.45,0.8,0.72
รักโกรธ,Season Five,0.43,0.84,0.68,0.93
ยังรู้สึก Old Feeling,Ink Waruntorn,0.38,0.4,0.65,0.2
มะงึกๆอุ๋งๆ,Ornly You,0.37,0.7,0.72,0.83
มองตา,Nap The Kid,0.18,0.87,0.52,0.81
ภาพจำ,Pop Pongkool,0.58,0.56,0.58,0.46
พอจะรู้,meyou,0.52,0.73,0.3,0.48
พริบตา x STAMP,Bird Thongchai,0.4,0.71,0.76,0.73
ฝันฤดูร้อน,The Toys,0.4,0.72,0.47,0.81
ผู้ช่วยที่ดีที่สุด Your Butler,Polycat,0.4,0.67,0.76,0.91
ผิดที่ฉัน,60Miles,0.38,0.56,0.48,0.2
บุพเพสันนิวาส,Ice Sarunyu,0.38,0.47,0.35,0.31
นอนได้แล้ว,ฟักกลิ้ง ฮีโร่  The TOYS,0.5,0.68,0.71,0.7
ที่เก่า,Marc Tatchapon,0.44,0.6,0.67,0.51
ทรมานตัวเอง,Bell Supol,0.47,0.66,0.52,0.46
ถ้าเธอต้องเลือก,Illslick,0.5,0.85,0.58,0.68
ถ้าฉันหายไปSkyline,Earth Patravee,0.49,0.45,0.29,0.21
ชีวิตเดี่ยว x Getsunova,Bird Thongchai,0.25,0.52,0.49,0.11
คิดถึงเสมอ,Lipta,0.41,0.31,0.41,0.45
คิดถึงจัง มาหาหน่อย,Oat Pramote,0.45,0.71,0.55,0.66
ควันเหงา,Opor Praput,0.3,0.63,0.29,0.33
คนเหงา2018,Point,0.28,0.78,0.67,0.73
คนที่ไม่ใช่,OPavee,0.5,0.55,0.48,0.2
ขี้แพ้,UrboyTJ,0.31,0.62,0.56,0.57
ขอเวลาลืม,Aun Feeble Heart,0.41,0.57,0.56,0.29
กำแพง x Polycat,Bird Thongchai,0.3,0.54,0.73,0.48
กว่าจักรวาล x Atom,Bird Thongchai,0.36,0.69,0.53,0.31
رمشت,Fares Karam,0.23,0.73,0.97,0.73
خلك بحر,اصيل هميم,0.37,0.45,0.51,0.67
حبك برم,Fares Karam,0.38,0.76,0.93,0.52
بلاد الله,Fares Karam,0.32,0.53,0.98,0.56
بدنا نولعها,Fares Karam,0.46,0.8,0.86,0.55
الشارع كلو,Fares Karam,0.3,0.67,0.96,0.76
اركض عالجم,Autostrad,0.24,0.63,0.9,0.64
תן למוזיקה לדבר,Subliminal,0.29,0.76,0.82,0.62
שני משוגעים,Omer Adam,0.21,0.66,0.55,0.52
שטח אפור,Ishay Ribo,0.34,0.54,0.31,0.35
שב,Agam Buhbut,0.25,0.57,0.53,0.24
צליל מיתר,Aviv Geffen,0.33,0.61,0.64,0.18
עוד יהיה טוב,Hadag Nahash,0.27,0.72,0.9,0.56
עד האהבה,Eviatar Banai,0.44,0.55,0.55,0.22
סע,Hadag Nahash,0.41,0.83,0.82,0.84
סנו זאוול,Amir Lev,0.29,0.58,0.63,0.87
סוכר בקפה,Moshe Peretz,0.39,0.81,0.72,0.86
נתתי לה חיי,Sarit Hadad,0.26,0.81,0.79,0.79
נרד אל הים,Sapir Saban,0.21,0.44,0.43,0.37
משירי ארץ אהבתי,Sarit Hadad,0.25,0.32,0.39,0.53
משגיח מן החלונות,Ishay Ribo,0.32,0.53,0.39,0.22
מצביעים ברגליים,Hadag Nahash,0.27,0.78,0.83,0.82
מישהו שומע,Beit Habubot,0.47,0.6,0.55,0.57
מאושרים,Peer Tasi,0.36,0.77,0.77,0.81
לשוב הביתה,Ishay Ribo,0.53,0.73,0.45,0.63
לים,Ishay Ribo,0.41,0.51,0.6,0.51
לבחור נכון,Amir Dadon,0.44,0.44,0.38,0.17
כמה טוב שבאת,Ishay Ribo,0.3,0.59,0.39,0.18
כל יום כמו נס,Amir Dadon,0.34,0.45,0.58,0.22
כל הזמן,Ishay Ribo,0.34,0.34,0.2,0.22
יותר מדי,Mooki,0.28,0.68,0.62,0.24
יומולדת 40,Hadag Nahash,0.2,0.48,0.64,0.74
יום חדש עולה,Hatikva 6,0.32,0.6,0.73,0.8
טיפות של אור,Hadag Nahash,0.24,0.72,0.66,0.84
חברות שלך,Omer Adam,0.18,0.59,0.52,0.7
וולקאם טו איזראל,Hadag Nahash,0.28,0.83,0.83,0.64
התרגעות,גיין בורדו,0.25,0.3,0.36,0.31
הנה ימים באים,Ishay Ribo,0.45,0.5,0.49,0.41
היינו שניים,Moshe Peretz,0.37,0.82,0.6,0.72
הבוקר יעלה,Ishay Ribo,0.4,0.62,0.58,0.52
האם להיות בך מאוהב,Eyal Golan,0.38,0.62,0.49,0.2
אתי,Dikla,0.27,0.6,0.8,0.66
אצבע משולשת,Hadag Nahash,0.15,0.59,0.55,0.33
אנה אנחנו,Hadag Nahash,0.21,0.64,0.47,0.56
אחת ולתמיד,Ishay Ribo,0.5,0.6,0.48,0.44
אדון עולם,Ishay Ribo,0.32,0.57,0.38,0.16
изумруд,Manizha,0.3,0.51,0.56,0.19
громче слов,Manizha,0.21,0.66,0.53,0.7
Я счастливый,Григорий Лепс,0.34,0.48,0.86,0.23
Я полюбила,Клава Кока,0.19,0.66,0.86,0.77
Я поеду на юг,Михаил Шуфутинский,0.1,0.69,0.49,0.38
Я поднимаю руки,Григорий Лепс,0.35,0.66,0.91,0.94
Я победитель,Sokolovbrothers,0.28,0.73,0.81,0.34
Я объявляю свой дом,Кино,0.12,0.88,0.67,0.82
Я люблю тебя,Rauf  Faik,0.42,0.84,0.51,0.34
Я был один,Sokolovbrothers,0.29,0.55,0.64,0.2
"Я ЗНАЮ, КТО Я В ТЕБЕ",Hillsong Worship,0.14,0.14,0.58,0.12
Это не любовь,Кино,0.15,0.76,0.66,0.93
Это легко,Sokolovbrothers,0.2,0.4,0.77,0.24
Эстетика,Ленинград,0.27,0.95,0.76,0.79
Электричка,Кино,0.13,0.66,0.77,0.72
Экстра любовь,Elvira T,0.3,0.78,0.63,0.28
Эгоист Remix,HOMIE,0.26,0.74,0.91,0.39
Эгоист Lowell G Remix,HOMIE,0.13,0.74,0.59,0.29
Эгоист,HOMIE,0.52,0.72,0.7,0.29
Шахбокс,Mnogoznaal,0.25,0.66,0.82,0.44
Шансон,Михаил Шуфутинский,0.1,0.65,0.89,0.7
Чёрные нити,Александр Панайотов,0.24,0.57,0.84,0.48
Чика на BENZ’е,HammAli  Navai,0.44,0.87,0.8,0.51
Червончики,Михаил Шуфутинский,0.12,0.41,0.82,0.79
Чашечки,Ленинград,0.32,0.71,0.94,0.96
Чача ленд,Мот,0.4,0.93,0.55,0.49
ЧаЧа Ленд,Мот,0.18,0.93,0.56,0.56
Цой,Ленинград,0.32,0.95,0.75,0.84
Цвет настроения чёрный,Egor Kreed,0.57,0.72,0.78,0.62
Цвет настроения синий,Филипп Киркоров,0.47,0.52,0.86,0.42
Хочу перемен,Кино,0.22,0.57,0.99,0.32
Хочу к тебе,егор натс,0.19,0.87,0.46,0.79
"Хочешь, я к тебе приеду",HammAli  Navai,0.37,0.73,0.58,0.52
Хлопья летят наверх,Feduk,0.44,0.63,0.17,0.17
Фильмы,Кино,0.14,0.8,0.77,0.95
Фарытуманы,HammAli  Navai,0.33,0.8,0.73,0.35
Фантазёр,Дискотека Авария,0.43,0.76,0.86,0.52
ФОРМУЛА 1,044 ROSE,0.34,0.76,0.73,0.64
Уходи поанглийски feat Ани Лорак,Григорий Лепс,0.29,0.7,0.93,0.8
Уходи,Кино,0.11,0.82,0.61,0.88
Утки,Михаил Шуфутинский,0.22,0.77,0.44,0.62
Улыбнись солнцу,TFest,0.31,0.52,0.71,0.17
Улетайте вороны,Михаил Шуфутинский,0.12,0.67,0.74,0.93
Убью  Video Version,Quest Pistols Show,0.23,0.79,0.44,0.36
УЗЫ МОБА,Pharaoh,0.3,0.8,0.7,0.57
УБИЙЦА,Pharaoh,0.23,0.68,0.74,0.42
У дахів іржавім колоссю,Drudkh,0.22,0.34,0.95,0.11
У вокзала,Михаил Шуфутинский,0.12,0.82,0.84,0.95
Ты обвела меня вокруг пальца,Кино,0.13,0.84,0.82,0.85
Ты мой человек,Вера Брежнева,0.34,0.72,0.87,0.53
Ты мог бы,Кино,0.12,0.65,0.96,0.56
Ты дыхание моё,Sokolovbrothers,0.18,0.57,0.91,0.41
Троллейбус,Кино,0.14,0.68,0.84,0.84
Тримай,NK,0.25,0.71,0.92,0.39
Транквилизатор,Кино,0.1,0.56,0.39,0.21
Тополя,Михаил Шуфутинский,0.11,0.7,0.78,0.75
Только ты,Sokolovbrothers,0.26,0.5,0.75,0.52
Тоже музыка  GazLive Шоу,Ольга Бузова,0.15,0.69,0.58,0.71
Твой поцелуй,Слава,0.35,0.6,0.87,0.64
Твой номер,Кино,0.1,0.64,0.87,0.69
Твой дом,Sokolovbrothers,0.22,0.47,0.3,0.09
Танцы,Руки Вверх,0.33,0.67,0.94,0.44
Такси,ХЛЕБ,0.19,0.66,0.85,0.53
Таганка,Михаил Шуфутинский,0.15,0.62,0.81,0.86
